donor_id,neurite_growth,calcium_rate,aggregation_slope,microglia_contact_time,failed_7d,time_to_failure_hours,event_observed
D0,0.18712621510530597,5.498674292197323,0.020595434200107524,15.021347093610279,1,2.5402851384268805,1
D0,0.18233258231640617,5.130027046296767,0.01803286134210003,13.287723297109384,1,9.45553473791961,1
D0,0.1677809398049578,5.092948025662665,0.0034138836947784057,7.567524804661795,1,75.98024407874598,1
D0,0.16592505370181657,4.422939689920396,0.009268250732471534,12.675394958689923,1,67.93138673966763,1
D0,0.08705839736005325,4.918513958784554,0.005856543987000112,13.470200344601047,1,40.97400897487581,1
D0,0.1995855596493585,4.250731903990719,0.01771748402330059,17.64728397353787,1,15.744771023592698,1
D0,0.16226144315013324,4.837488529358696,0.007691730273287895,20.304838527742902,1,8.971732932507832,1
D0,0.1329972476653141,7.6292987956490705,0.018948483539478984,17.28530554749627,1,127.0091776088711,1
D0,0.23812748211129575,4.73533747170839,0.011474766440120953,8.799504015389822,1,119.98079690465693,1
D0,0.15804721974412977,3.5043076567352838,0.008577328587831863,10.539352443819125,1,73.41007222764678,1
D0,0.20076087429526632,4.174063753790671,0.016038666362271733,21.347111579706713,1,28.455091975239846,1
D0,0.24060343611967513,4.643819863992056,0.009862897943142596,8.651347519489544,1,4.4762128383031605,1
D0,0.24902177895310623,3.744650780090602,0.006999251797664042,20.25474307919795,1,45.05696744535099,1
D0,0.26185143159240637,3.8131558775811483,0.01260126619292647,21.056931636005896,1,15.864289794812095,1
D0,0.2338192033586623,4.815159714986678,0.02080350319713743,3.0933884467782358,1,2.8860352081631193,1
D0,0.2351345553826264,3.4322352955052273,0.018192743004764502,20.70977642035617,1,5.17380288341409,1
D0,0.1949894467169727,6.328879798838146,0.010388933826699158,12.14964595276102,0,168.0,0
D0,0.1689515779846384,5.352434085621435,0.018771218182727534,17.477698317508356,1,6.823929339263058,1
D0,0.2097650749570238,4.948063303444671,0.017823509870731842,12.681848497840196,1,12.498819558361669,1
D0,0.1776563228339768,6.124719374236186,0.011520521563939295,2.9162337294096075,1,36.235474662960236,1
D0,0.21131532735830352,4.50827123756986,0.0089688985719593,15.385685408896913,1,26.259601196026058,1
D0,0.21424197300459213,3.9079289456293678,0.020000078611363863,16.099359944668755,1,10.501048070234186,1
D0,0.11036419906435406,4.911215964037656,0.025296495480493827,15.230309143321346,1,5.593587216378422,1
D0,0.20911679728054583,5.190806718283274,0.012943384168344532,20.02859816075898,1,37.86472635653713,1
D0,0.1365498012891473,5.642017701139677,0.008433347644093701,23.206085521907454,1,21.171970284806225,1
D0,0.12394687702425118,3.970344935566861,0.013364759660990254,13.724951556210325,1,7.418565103257049,1
D0,0.24019756058096287,4.950637119184272,0.0104629066474864,8.438796811896296,1,75.93677084262215,1
D0,0.19746757890416658,5.3873217864786955,0.00840683026176101,19.294855047035636,1,4.3561199218857665,1
D0,0.18599256132071204,4.067732461760393,0.011369977337039018,20.259700054075306,1,35.69470702623851,1
D0,0.13249621434216746,6.214872278513735,0.025676098499414057,14.569659178082492,1,110.07591486331646,1
